id,time_cost_native,time_cost_rule_only,time_cost_shots_1,sysml_xmi_shots_3,time_cost_shots_3,retrived_shots_for_rule_and_shots_1,sysml_xmi_for_rule_and_shots_1,time_cost_for_rule_and_shots_1,retrived_shots_for_rule_and_shots_3,sysml_xmi_for_rule_and_shots_3,time_cost_for_rule_and_shots_3,sysml_xmi_native_score_by_llm,sysml_xmi_rule_only_score_by_llm,sysml_xmi_shots_1_score_by_llm,sysml_xmi_shots_3_score_by_llm,sysml_xmi_for_rule_and_shots_1_score_by_llm,sysml_xmi_for_rule_and_shots_3_score_by_llm,sysml_xmi_native_syntax_pass,sysml_xmi_rule_only_syntax_pass,sysml_xmi_shots_1_syntax_pass,sysml_xmi_shots_3_syntax_pass,sysml_xmi_for_rule_and_shots_1_syntax_pass,sysml_xmi_for_rule_and_shots_3_syntax_pass
"              <weight xmi:type=""""uml:LiteralUnlimitedNatural"""" xmi:id=""""_2021x_3b4012e_1601986877411_246412_18635"""" value=""""1""""/>",,,,,,,,,,,,,,,,,,,,,,,
            </edge>,,,,,,,,,,,,,,,,,,,,,,,
"            <node xmi:type=""""uml:InitialNode"""" xmi:id=""""_2021x_3b4012e_1601986877408_270587_18629"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"            <node xmi:type=""""uml:ActivityFinalNode"""" xmi:id=""""_2021x_3b4012e_1601986877408_153248_18630"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"            <node xmi:type=""""uml:CallBehaviorAction"""" xmi:id=""""_2021x_3b4012e_1601986877408_824653_18631"""" visibility=""""public"""" behavior=""""_2021x_3b4012e_1601986812513_432398_18568""""/>",,,,,,,,,,,,,,,,,,,,,,,
          </effect>,,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_19_0_3_534018e_1579687374023_577594_85383"""" visibility=""""public"""" event=""""_19_0_3_3b4012e_1579850142692_900446_86679""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_2_3b4012e_1557759016516_165156_43608"""" visibility=""""public"""" source=""""_19_0_2_3b4012e_1557759016516_658142_43611"""" target=""""_19_0_2_3b4012e_1557759016516_658142_43611"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_19_0_2_3b4012e_1557759016520_934012_43664"""" visibility=""""public"""" event=""""_19_0_3_3b4012e_1579869736419_778601_172825""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_2_3b4012e_1557759016515_676292_43606"""" visibility=""""public"""" source=""""_19_0_2_3b4012e_1557759016516_658142_43611"""" target=""""_19_0_2_3b4012e_1557759016516_980370_43610"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_19_0_2_3b4012e_1557759016520_346709_43662"""" visibility=""""public"""" event=""""_19_0_2_3b4012e_1557759226935_650579_45525""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
      </region>,,,,,,,,,,,,,,,,,,,,,,,
    </subvertex>,,,,,,,,,,,,,,,,,,,,,,,
"    <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_2_3b4012e_1557759016515_415668_43604"""" visibility=""""public"""" source=""""_19_0_2_3b4012e_1557759016516_755970_43609"""" target=""""_19_0_3_534018e_1579687298559_566447_85356""""/>",,,,,,,,,,,,,,,,,,,,,,,
"    <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_3_534018e_1579687313472_802721_85374"""" visibility=""""public"""" source=""""_19_0_3_534018e_1579687298559_566447_85356"""" target=""""_19_0_3_534018e_1579687313468_278068_85373"""">",,,,,,,,,,,,,,,,,,,,,,,
"      <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_19_0_3_534018e_1579687363902_587820_85376"""" visibility=""""public"""" event=""""_19_0_3_3b4012e_1579850115419_636365_86673""""/>",,,,,,,,,,,,,,,,,,,,,,,
    </transition>,,,,,,,,,,,,,,,,,,,,,,,
"    <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_3_3b4012e_1579860815314_202836_129834"""" visibility=""""public"""" source=""""_19_0_3_534018e_1579687313468_278068_85373"""" target=""""_19_0_3_534018e_1579687298559_566447_85356"""">",,,,,,,,,,,,,,,,,,,,,,,
"      <effect xmi:type=""""uml:Activity"""" xmi:id=""""_2021x_3b4012e_1601986884330_37110_18692"""" name=""""Reset Energy Consumption"""">",,,,,,,,,,,,,,,,,,,,,,,
"        <edge xmi:type=""""uml:ControlFlow"""" xmi:id=""""_2021x_3b4012e_1601986884329_863377_18688"""" visibility=""""public"""" source=""""_2021x_3b4012e_1601986884328_929957_18685"""" target=""""_2021x_3b4012e_1601986884328_88015_18687"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <weight xmi:type=""""uml:LiteralUnlimitedNatural"""" xmi:id=""""_2021x_3b4012e_1601986884329_31769_18689"""" value=""""1""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </edge>,,,,,,,,,,,,,,,,,,,,,,,
"        <edge xmi:type=""""uml:ControlFlow"""" xmi:id=""""_2021x_3b4012e_1601986884330_375304_18690"""" visibility=""""public"""" source=""""_2021x_3b4012e_1601986884328_88015_18687"""" target=""""_2021x_3b4012e_1601986884328_419388_18686"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <weight xmi:type=""""uml:LiteralUnlimitedNatural"""" xmi:id=""""_2021x_3b4012e_1601986884330_652471_18691"""" value=""""1""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </edge>,,,,,,,,,,,,,,,,,,,,,,,
"        <node xmi:type=""""uml:InitialNode"""" xmi:id=""""_2021x_3b4012e_1601986884328_929957_18685"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"        <node xmi:type=""""uml:ActivityFinalNode"""" xmi:id=""""_2021x_3b4012e_1601986884328_419388_18686"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"        <node xmi:type=""""uml:CallBehaviorAction"""" xmi:id=""""_2021x_3b4012e_1601986884328_88015_18687"""" visibility=""""public"""" behavior=""""_2021x_3b4012e_1601986812513_432398_18568""""/>",,,,,,,,,,,,,,,,,,,,,,,
      </effect>,,,,,,,,,,,,,,,,,,,,,,,
"      <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_19_0_3_3b4012e_1579860901549_187023_172701"""" visibility=""""public"""" event=""""_19_0_3_3b4012e_1579860901549_851674_172702""""/>",,,,,,,,,,,,,,,,,,,,,,,
    </transition>,,,,,,,,,,,,,,,,,,,,,,,
  </region>,,,,,,,,,,,,,,,,,,,,,,,
</ownedBehavior>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Example 3:,,,,,,,,,,,,,,,,,,,,,,,
requirement: The Cooling System shall start in the Off state,,,,,,,,,,,,,,,,,,,,,,,
" context: <packagedElement xmi:id=""""_18_5_2_8850270_1517826710488_929736_17741"""" name=""""Initializing System Components"""" xmi:type=""""uml:Activity""""/>",,,,,,,,,,,,,,,,,,,,,,,
"<packagedElement xmi:type=""""uml:SignalEvent"""" xmi:id=""""_18_5_2_8850270_1517823740701_363772_17714"""" signal=""""_18_5_2_8850270_1517823740701_694643_17713""""/>",,,,,,,,,,,,,,,,,,,,,,,
"<packagedElement xmi:type=""""uml:SignalEvent"""" xmi:id=""""_18_5_2_8850270_1517823729409_728429_17709"""" signal=""""_18_5_2_8850270_1517823729409_233376_17708""""/>",,,,,,,,,,,,,,,,,,,,,,,
"<packagedElement xmi:type=""""uml:SignalEvent"""" xmi:id=""""_18_5_2_8850270_1517823750543_530801_17719"""" signal=""""_18_5_2_8850270_1517823750543_683177_17718""""/>",,,,,,,,,,,,,,,,,,,,,,,
"<packagedElement xmi:type=""""uml:SignalEvent"""" xmi:id=""""_18_5_2_8850270_1517826340165_828562_17738"""" signal=""""_18_5_2_8850270_1517826340162_826196_17737""""/>",,,,,,,,,,,,,,,,,,,,,,,
"<packagedElement xmi:type=""""uml:SignalEvent"""" xmi:id=""""_18_5_2_8850270_1517823782168_980493_17724"""" signal=""""_18_5_2_8850270_1517823782168_954384_17723""""/>",,,,,,,,,,,,,,,,,,,,,,,
"<packagedElement xmi:type=""""uml:TimeEvent"""" xmi:id=""""_18_5_2_8850270_1517823846403_160226_17730"""" isRelative=""""true"""">",,,,,,,,,,,,,,,,,,,,,,,
"  <when xmi:type=""""uml:TimeExpression"""" xmi:id=""""_18_5_2_8850270_1517823846403_108693_17732"""">",,,,,,,,,,,,,,,,,,,,,,,
"    <expr xmi:type=""""uml:LiteralString"""" xmi:id=""""_18_5_2_8850270_1517823846403_528925_17733"""" value=""""60s""""/>",,,,,,,,,,,,,,,,,,,,,,,
  </when>,,,,,,,,,,,,,,,,,,,,,,,
</packagedElement>,,,,,,,,,,,,,,,,,,,,,,,
"<packagedElement xmi:type=""""uml:SignalEvent"""" xmi:id=""""_18_5_2_8850270_1517823701832_252287_17699"""" signal=""""_18_5_2_8850270_1517823701832_962993_17698""""/>",,,,,,,,,,,,,,,,,,,,,,,
"<packagedElement xmi:type=""""uml:SignalEvent"""" xmi:id=""""_18_5_2_8850270_1517823706275_915399_17704"""" signal=""""_18_5_2_8850270_1517823706275_731161_17703""""/>",,,,,,,,,,,,,,,,,,,,,,,
" target model: <ownedBehavior xmi:type=""""uml:StateMachine"""" xmi:id=""""_18_5_2_8850270_1517822119850_352046_17544"""" name=""""Cooling System States"""">",,,,,,,,,,,,,,,,,,,,,,,
"  <region xmi:type=""""uml:Region"""" xmi:id=""""_18_5_2_8850270_1517822119851_955499_17545"""" visibility=""""public"""">",,,,,,,,,,,,,,,,,,,,,,,
"    <subvertex xmi:type=""""uml:Pseudostate"""" xmi:id=""""_18_5_2_8850270_1517822120263_329626_17577"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"    <subvertex xmi:type=""""uml:State"""" xmi:id=""""_18_5_2_8850270_1517822120266_45857_17578"""" name=""""Off"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"    <subvertex xmi:type=""""uml:State"""" xmi:id=""""_18_5_2_8850270_1517822540265_419451_17600"""" name=""""On"""" visibility=""""public"""">",,,,,,,,,,,,,,,,,,,,,,,
"      <region xmi:type=""""uml:Region"""" xmi:id=""""_18_5_2_8850270_1517822565315_636770_17618"""" visibility=""""public"""">",,,,,,,,,,,,,,,,,,,,,,,
"        <subvertex xmi:type=""""uml:Pseudostate"""" xmi:id=""""_18_5_2_8850270_1517822565312_224424_17617"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"        <subvertex xmi:type=""""uml:State"""" xmi:id=""""_18_5_2_8850270_1517822572461_111190_17629"""" name=""""Initializing"""" visibility=""""public"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <doActivity xmi:type=""""uml:Activity"""" xmi:id=""""_18_5_2_8850270_1517828993003_835735_18118"""" name=""""Initializing System Components"""">",,,,,,,,,,,,,,,,,,,,,,,
"            <edge xmi:type=""""uml:ControlFlow"""" xmi:id=""""_18_5_2_8850270_1517828993001_376705_18114"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517828993000_298211_18111"""" target=""""_18_5_2_8850270_1517828993001_55302_18113"""">",,,,,,,,,,,,,,,,,,,,,,,
"              <weight xmi:type=""""uml:LiteralUnlimitedNatural"""" xmi:id=""""_18_5_2_8850270_1517828993002_56420_18115"""" value=""""1""""/>",,,,,,,,,,,,,,,,,,,,,,,
            </edge>,,,,,,,,,,,,,,,,,,,,,,,
"            <edge xmi:type=""""uml:ControlFlow"""" xmi:id=""""_18_5_2_8850270_1517828993002_718759_18116"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517828993001_55302_18113"""" target=""""_18_5_2_8850270_1517828993000_335869_18112"""">",,,,,,,,,,,,,,,,,,,,,,,
"              <weight xmi:type=""""uml:LiteralUnlimitedNatural"""" xmi:id=""""_18_5_2_8850270_1517828993003_971341_18117"""" value=""""1""""/>",,,,,,,,,,,,,,,,,,,,,,,
            </edge>,,,,,,,,,,,,,,,,,,,,,,,
"            <node xmi:type=""""uml:InitialNode"""" xmi:id=""""_18_5_2_8850270_1517828993000_298211_18111"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"            <node xmi:type=""""uml:ActivityFinalNode"""" xmi:id=""""_18_5_2_8850270_1517828993000_335869_18112"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"            <node xmi:type=""""uml:CallBehaviorAction"""" xmi:id=""""_18_5_2_8850270_1517828993001_55302_18113"""" visibility=""""public"""" behavior=""""_18_5_2_8850270_1517826710488_929736_17741""""/>",,,,,,,,,,,,,,,,,,,,,,,
          </doActivity>,,,,,,,,,,,,,,,,,,,,,,,
        </subvertex>,,,,,,,,,,,,,,,,,,,,,,,
"        <subvertex xmi:type=""""uml:State"""" xmi:id=""""_18_5_2_8850270_1517822587436_185358_17644"""" name=""""Diagnozing"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"        <subvertex xmi:type=""""uml:State"""" xmi:id=""""_18_5_2_8850270_1517822615316_376537_17659"""" name=""""Operating"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"        <subvertex xmi:type=""""uml:State"""" xmi:id=""""_18_5_2_8850270_1517822657836_596763_17680"""" name=""""Idling"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_18_5_2_8850270_1517822572472_321571_17630"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517822565312_224424_17617"""" target=""""_18_5_2_8850270_1517822572461_111190_17629""""/>",,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_18_5_2_8850270_1517822587445_971005_17645"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517822572461_111190_17629"""" target=""""_18_5_2_8850270_1517822587436_185358_17644"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_18_5_2_8850270_1517823740701_864200_17715"""" visibility=""""public"""" event=""""_18_5_2_8850270_1517823740701_363772_17714""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_18_5_2_8850270_1517822615324_154261_17660"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517822572461_111190_17629"""" target=""""_18_5_2_8850270_1517822615316_376537_17659"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_18_5_2_8850270_1517823729409_94080_17710"""" visibility=""""public"""" event=""""_18_5_2_8850270_1517823729409_728429_17709""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_18_5_2_8850270_1517822633335_843135_17674"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517822587436_185358_17644"""" target=""""_18_5_2_8850270_1517822615316_376537_17659"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_18_5_2_8850270_1517823750543_901718_17720"""" visibility=""""public"""" event=""""_18_5_2_8850270_1517823750543_530801_17719""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_18_5_2_8850270_1517822641042_215720_17677"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517822587436_185358_17644"""" target=""""_18_5_2_8850270_1517822120266_45857_17578"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_18_5_2_8850270_1517826340166_29559_17739"""" visibility=""""public"""" event=""""_18_5_2_8850270_1517826340165_828562_17738""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_18_5_2_8850270_1517822657845_75493_17681"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517822615316_376537_17659"""" target=""""_18_5_2_8850270_1517822657836_596763_17680"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_18_5_2_8850270_1517823782168_428091_17725"""" visibility=""""public"""" event=""""_18_5_2_8850270_1517823782168_980493_17724""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_18_5_2_8850270_1517822663519_677667_17695"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517822657836_596763_17680"""" target=""""_18_5_2_8850270_1517822615316_376537_17659"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_18_5_2_8850270_1517823846403_347201_17734"""" visibility=""""public"""" event=""""_18_5_2_8850270_1517823846403_160226_17730""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
      </region>,,,,,,,,,,,,,,,,,,,,,,,
    </subvertex>,,,,,,,,,,,,,,,,,,,,,,,
"    <transition xmi:type=""""uml:Transition"""" xmi:id=""""_18_5_2_8850270_1517822120267_125311_17579"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517822120263_329626_17577"""" target=""""_18_5_2_8850270_1517822120266_45857_17578""""/>",,,,,,,,,,,,,,,,,,,,,,,
"    <transition xmi:type=""""uml:Transition"""" xmi:id=""""_18_5_2_8850270_1517822540279_17189_17601"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517822120266_45857_17578"""" target=""""_18_5_2_8850270_1517822540265_419451_17600"""">",,,,,,,,,,,,,,,,,,,,,,,
"      <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_18_5_2_8850270_1517823701832_670184_17700"""" visibility=""""public"""" event=""""_18_5_2_8850270_1517823701832_252287_17699""""/>",,,,,,,,,,,,,,,,,,,,,,,
    </transition>,,,,,,,,,,,,,,,,,,,,,,,
"    <transition xmi:type=""""uml:Transition"""" xmi:id=""""_18_5_2_8850270_1517822555357_17802_17615"""" visibility=""""public"""" source=""""_18_5_2_8850270_1517822540265_419451_17600"""" target=""""_18_5_2_8850270_1517822120266_45857_17578"""">",,,,,,,,,,,,,,,,,,,,,,,
"      <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_18_5_2_8850270_1517823706275_281656_17705"""" visibility=""""public"""" event=""""_18_5_2_8850270_1517823706275_915399_17704""""/>",,,,,,,,,,,,,,,,,,,,,,,
    </transition>,,,,,,,,,,,,,,,,,,,,,,,
  </region>,,,,,,,,,,,,,,,,,,,,,,,
"</ownedBehavior>""",27.203999,,,,,,,,,,,,,,,,,,,,,,
"579687390141_853542_85388"""" target=""""_19_0_3_534018e_1579687284391_20630_85338""""/>",,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_2_3b4012e_1557759016515_62788_43605"""" visibility=""""public"""" source=""""_19_0_2_3b4012e_1557759016516_980370_43610"""" target=""""_19_0_2_3b4012e_1557759016516_658142_43611"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_19_0_2_3b4012e_1557759016520_237406_43661"""" visibility=""""public"""" event=""""_19_0_2_3b4012e_1557759222439_794100_45519""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_3_534018e_1579687369383_941592_85382"""" visibility=""""public"""" source=""""_19_0_3_534018e_1579687284391_20630_85338"""" target=""""_19_0_3_534018e_1579687298559_566447_85356"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <effect xmi:type=""""uml:Activity"""" xmi:id=""""_2021x_3b4012e_1601986877411_349621_18636"""" name=""""Reset Energy Consumption"""">",,,,,,,,,,,,,,,,,,,,,,,
"            <edge xmi:type=""""uml:ControlFlow"""" xmi:id=""""_2021x_3b4012e_1601986877409_435826_18632"""" visibility=""""public"""" source=""""_2021x_3b4012e_1601986877408_270587_18629"""" target=""""_2021x_3b4012e_1601986877408_824653_18631"""">",,,,,,,,,,,,,,,,,,,,,,,
"              <weight xmi:type=""""uml:LiteralUnlimitedNatural"""" xmi:id=""""_2021x_3b4012e_1601986877410_835449_18633"""" value=""""1""""/>",,,,,,,,,,,,,,,,,,,,,,,
            </edge>,,,,,,,,,,,,,,,,,,,,,,,
"            <edge xmi:type=""""uml:ControlFlow"""" xmi:id=""""_2021x_3b4012e_1601986877410_320859_18634"""" visibility=""""public"""" source=""""_2021x_3b4012e_1601986877408_824653_18631"""" target=""""_2021x_3b4012e_1601986877408_153248_18630"""">",,,,,,,,,,,,,,,,,,,,,,,
"              <weight xmi:type=""""uml:LiteralUnlimitedNatural"""" xmi:id=""""_2021x_3b4012e_1601986877411_246412_18635"""" value=""""1""""/>",,,,,,,,,,,,,,,,,,,,,,,
            </edge>,,,,,,,,,,,,,,,,,,,,,,,
"            <node xmi:type=""""uml:InitialNode"""" xmi:id=""""_2021x_3b4012e_1601986877408_270587_18629"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"            <node xmi:type=""""uml:ActivityFinalNode"""" xmi:id=""""_2021x_3b4012e_1601986877408_153248_18630"""" visibility=""""public""""/>",,,,,,,,,,,,,,,,,,,,,,,
"            <node xmi:type=""""uml:CallBehaviorAction"""" xmi:id=""""_2021x_3b4012e_1601986877408_824653_18631"""" visibility=""""public"""" behavior=""""_2021x_3b4012e_1601986812513_432398_18568""""/>",,,,,,,,,,,,,,,,,,,,,,,
          </effect>,,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_19_0_3_534018e_1579687374023_577594_85383"""" visibility=""""public"""" event=""""_19_0_3_3b4012e_1579850142692_900446_86679""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_2_3b4012e_1557759016516_165156_43608"""" visibility=""""public"""" source=""""_19_0_2_3b4012e_1557759016516_658142_43611"""" target=""""_19_0_2_3b4012e_1557759016516_658142_43611"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_19_0_2_3b4012e_1557759016520_934012_43664"""" visibility=""""public"""" event=""""_19_0_3_3b4012e_1579869736419_778601_172825""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
"        <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_2_3b4012e_1557759016515_676292_43606"""" visibility=""""public"""" source=""""_19_0_2_3b4012e_1557759016516_658142_43611"""" target=""""_19_0_2_3b4012e_1557759016516_980370_43610"""">",,,,,,,,,,,,,,,,,,,,,,,
"          <trigger xmi:type=""""uml:Trigger"""" xmi:id=""""_19_0_2_3b4012e_1557759016520_346709_43662"""" visibility=""""public"""" event=""""_19_0_2_3b4012e_1557759226935_650579_45525""""/>",,,,,,,,,,,,,,,,,,,,,,,
        </transition>,,,,,,,,,,,,,,,,,,,,,,,
      </region>,,,,,,,,,,,,,,,,,,,,,,,
    </subvertex>,,,,,,,,,,,,,,,,,,,,,,,
"    <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_2_3b4012e_1557759016515_415668_43604"""" visibility=""""public"""" source=""""_19_0_2_3b4012e_1557759016516_755970_43609"""" target=""""_19_0_3_534018e_1579687298559_566447_85356""""/>",,,,,,,,,,,,,,,,,,,,,,,
"    <transition xmi:type=""""uml:Transition"""" xmi:id=""""_19_0_3_534018e_1579687313472_802721_85374"""" visibility=""""public"""" source=""""_19_0_3_534018e_1579687298559_566447_85356"""" target=""""_19_0_3_534018e_1579687313468_278068_85373"""">",,,,,,,,,,,,,,,,,,,,,,,
