id,time_cost_native,time_cost_rule_only,time_cost_shots_1,time_cost_shots_3,time_cost_for_rule_and_shots_1,time_cost_for_rule_and_shots_3,sysml_xmi_native_score_by_llm,sysml_xmi_rule_only_score_by_llm,sysml_xmi_shots_1_score_by_llm,sysml_xmi_shots_3_score_by_llm,sysml_xmi_for_rule_and_shots_1_score_by_llm,sysml_xmi_for_rule_and_shots_3_score_by_llm,sysml_xmi_native_syntax_pass,sysml_xmi_rule_only_syntax_pass,sysml_xmi_shots_1_syntax_pass,sysml_xmi_shots_3_syntax_pass,sysml_xmi_for_rule_and_shots_1_syntax_pass,sysml_xmi_for_rule_and_shots_3_syntax_pass
_18_0_1_ae502ce_1413169640693_695775_43871,11.950236,9.575531,25.370894,24.931715,20.865286,21.4803,0.375,0.375,0.875,0.875,1,1,0,1,1,1,1,1
_18_0_1_ae502ce_1409350545683_860572_24690,32.278125,16.868761,24.846531,27.934534,28.885369,25.373248,0.625,0.625,0.75,0.75,0.625,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407751776620_412681_13110,11.967095,14.219739,18.005445,27.215274,19.521267,30.304931,0.625,0.625,0.75,1,0.625,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407752142870_914634_13566,14.431697,12.812165,17.375757,20.048264,19.807092,25.602339,0.625,0.625,0.625,0.375,0.625,0.625,0,1,1,1,1,1
_18_0_1_ae502ce_1408115018271_383808_13341,11.641035,12.13205,18.542842,18.495761,20.352457,20.044522,0.625,0.625,1,1,1,1,0,1,1,1,1,1
_18_5_2_ae502ce_1505198788037_503038_59239,15.790707,16.734809,25.244581,26.400493,19.096099,20.960795,0.625,0.625,0.75,0.375,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409350980303_620924_24735,34.279101,15.19931,24.424096,22.199534,27.43943,23.686307,0.75,0.625,0.625,0.625,0.625,0.625,0,1,1,1,1,1
_18_0_1_1a82048c_1407802454115_76625_14767,16.02881,39.881879,25.576692,24.859308,24.451095,32.142088,0.5,0.625,0.625,0.75,0.625,0.375,1,1,1,1,1,1
_18_0_1_1a82048c_1407885917540_428165_19813,13.853222,12.385806,23.732302,24.773964,20.560416,20.559241,0.625,0.625,0.75,0.75,0.875,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407885804337_277695_19737,13.858004,12.107887,22.503018,25.361871,22.115284,22.861635,0.5,0.5,0.75,0.75,1,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407885946743_796373_19904,16.72514,11.992233,16.966653,18.632464,20.228178,21.259385,0.625,0.375,1,1,1,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407885799712_316712_19728,20.142516,12.483852,23.667544,20.972228,19.762119,20.499291,0.875,0.375,0.75,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409020320179_606221_20848,23.259084,12.683977,19.227395,23.10872,23.314596,23.584733,0.75,0.625,0.875,0.875,0.75,0.875,1,1,1,1,1,1
_18_0_1_ae502ce_1409020044685_222891_20724,10.691338,15.124975,20.814343,22.895411,25.966947,25.970173,0.625,0.75,0.875,0.5,0.75,0.5,1,1,1,1,1,1
_18_0_1_ae502ce_1409340876514_890450_20398,16.682672,12.510644,21.374812,22.1744,26.501003,24.853962,0.25,0.625,1,1,1,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407751917448_673698_13279,13.868644,18.90436,26.390785,26.250885,30.699245,31.913363,0.625,0.75,1,0.625,1,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407886129978_543858_20031,14.758925,21.485755,27.31711,32.911853,18.921414,21.382196,0.5,1,0.625,0.5,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409103761821_935610_14344,12.488573,14.009939,24.893145,22.346517,21.585189,30.293306,0.625,0.625,1,0.625,0.625,1,0,1,1,1,1,1
_18_0_1_ae502ce_1409103792681_881235_14367,11.811519,31.470324,20.265509,17.923929,23.442648,21.370513,0.625,0.75,1,1,1,1,0,1,1,1,1,1
_18_0_1_ae502ce_1409447852273_642004_15559,11.822039,12.650195,20.310743,21.783173,24.146698,24.957065,0.625,0.5,0.25,0.5,0.5,0.5,1,1,1,1,1,1
_18_0_1_ae502ce_1409103805910_17762_14399,13.767145,13.641162,25.260397,23.326421,31.006859,30.098548,0.625,0.375,1,0.625,1,1,0,1,1,1,1,1
_18_0_1_ae502ce_1416154647239_399930_46232,11.72293,12.545936,26.965456,22.296727,23.57066,28.649415,0.375,0.625,0.75,0.75,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409410837013_449881_14144,20.978115,25.653814,17.897202,18.839575,17.798266,23.411661,1,0.875,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1416154685494_692135_46247,10.984103,29.33073,20.543243,20.729301,19.433714,23.433262,0.5,0.625,0.75,0.875,0.75,0.5,1,1,1,1,1,1
_18_0_1_ae502ce_1416778641579_919515_52378,15.378798,16.284127,25.370451,25.991241,28.632106,29.456437,0.375,0.625,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409447540180_343297_15266,18.64491,23.972958,20.252271,22.529523,18.226648,27.164082,1,1,0.875,0.75,1,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1418675315852_429413_44503,25.410804,13.678674,17.282972,24.413626,18.410753,21.242134,0.5,0.375,0.875,0.75,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409448292680_516002_15876,11.094584,12.872471,21.0868,22.20608,24.448272,25.680806,0.625,0.625,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409447864238_396959_15634,17.004623,12.76834,22.143838,23.30157,24.547448,25.233605,0.375,0.25,0.75,0.625,0.625,0.625,0,1,1,1,1,1
_18_0_1_ae502ce_1409446791702_31584_15035,14.508507,22.802742,24.84538,20.345109,41.816298,27.936356,0.5,0.625,0.875,0.625,0.375,0.75,0,1,1,1,1,1
_18_0_1_ae502ce_1419872097125_62335_46902,12.366649,11.875407,20.528317,27.84444,23.303204,25.269394,0.375,0.375,1,0.875,1,1,0,1,1,1,1,1
_18_0_1_ae502ce_1418675327570_927474_44524,24.317187,12.466345,24.968869,25.852899,18.694288,31.052945,0.625,0.75,0.875,0.75,1,0.875,1,1,1,1,1,1
_18_0_1_ae502ce_1419872101726_558868_46923,12.181861,12.20571,19.059772,27.475103,21.972813,23.276369,0.5,0.75,1,0.875,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1419872116350_562253_46950,13.444785,14.167151,23.797041,24.207206,16.684627,28.243654,0.625,0.625,1,1,0.75,1,1,1,1,1,1,1
_18_0_1_ae502ce_1416155732070_458635_46488,22.093098,15.20725,26.088166,25.865508,29.183685,30.579402,0.375,0.375,1,1,0.875,1,1,1,1,1,1,1
_18_0_1_ae502ce_1421625868862_263081_50173,22.772888,12.629811,20.353147,21.79011,24.170367,20.357359,0.75,0.625,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1420037792575_42145_53689,11.758204,12.532234,20.545274,27.416179,22.024364,21.021235,0.5,0.625,0.875,0.875,1,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1421626556946_728071_50508,11.784587,17.452577,21.686153,27.062184,20.150408,23.941152,0.375,0.75,0.75,0.75,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1421626536104_765503_50481,20.963467,12.797434,17.793674,24.908403,17.92731,21.723465,1,0.75,0.875,0.75,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1416155745126_609807_46563,22.211514,25.869491,24.967817,26.194338,28.769461,34.988711,0.625,0.625,1,1,1,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407976756612_681566_21423,16.008445,22.155822,17.696136,18.406221,20.187701,22.09507,0.5,0.75,1,1,1,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407976693034_604344_21411,11.55815,12.902539,22.684745,23.480452,21.604252,27.943715,0.5,0.5,0.875,0.375,0.5,0.5,1,1,1,1,1,1
_18_0_1_1a82048c_1407806231624_741987_17096,14.687376,13.206661,27.216315,24.841025,29.597396,26.475344,0.375,0.625,1,0.5,1,0.75,0,1,1,1,1,1
_18_0_1_ae502ce_1420037550805_553251_53539,15.688987,34.624402,21.938068,22.603186,25.973119,27.996519,0.625,0.75,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1421625392741_226227_49906,29.542675,13.826198,29.268765,38.931342,28.446406,47.676396,0.375,0.5,0.875,0.375,0.75,0.375,1,1,1,1,1,1
_18_0_1_ae502ce_1409323160288_461692_15735,13.57197,13.676896,21.034477,21.571021,28.521166,29.764645,0.625,0.625,0.625,0.625,0.5,0.875,1,1,1,1,1,1
_18_0_1_ae502ce_1409245130647_339521_18012,13.376009,27.851543,20.692562,23.621805,22.787958,24.746019,0.5,0.375,0.75,0.75,0.75,0.875,1,1,1,1,1,1
_18_0_1_ae502ce_1409245173424_131002_18174,14.481078,29.6002,16.327294,21.650106,23.428333,19.676868,0.625,0.625,0.75,0.875,1,0.75,0,1,1,1,1,1
_18_0_1_1a82048c_1407806197061_260564_17020,16.444532,29.382924,27.201951,28.109426,30.658543,33.227466,0.625,0.75,0.625,0.375,0.625,0.625,0,1,1,1,1,1
_18_0_1_ae502ce_1409446345793_603365_14609,12.64611,10.760917,20.763844,24.584148,23.17361,25.301734,0.5,0.375,0.75,0.75,1,0.75,1,1,1,1,1,1
_18_0_1_1a82048c_1407806366590_835403_17158,16.754009,17.508646,27.419638,28.244306,30.80027,33.360047,0.75,0.625,0.5,0.875,0.875,0.5,0,0,1,1,1,1
_18_0_1_ae502ce_1409244757488_949204_17799,27.098708,30.668221,24.745752,20.608843,20.494897,23.620565,0.75,0.75,0.625,0.875,0.375,0.875,0,0,1,1,1,1
_17_0_5_ae502ce_1404341536168_437095_15095,13.95914,12.392757,20.252133,21.555408,23.830685,27.116458,0.625,0.625,1,1,1,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407753346503_108505_13984,23.522578,13.423699,24.07899,24.045492,22.593044,29.131503,0.75,0.625,0.75,0.75,1,0.375,1,1,1,1,1,1
_18_1_ae502ce_1423410265119_610586_54113,15.604947,12.43956,15.337292,16.261076,16.159877,19.640417,0.625,0.625,0.75,0.375,0.75,0.75,0,1,1,1,1,1
_18_0_1_ae502ce_1409446349023_23366_14630,23.365639,17.424937,24.346716,23.735749,21.26541,21.488702,0.75,0.5,0.375,0.75,0.5,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1409323190006_8761_15924,14.025227,20.739377,21.683143,21.344136,25.476662,25.872767,0.625,0.5,0.625,0.375,0.375,0.375,1,1,1,1,1,1
_18_0_1_ae502ce_1409016829588_2944_20280,19.429896,12.585291,20.166518,20.451112,18.841736,24.600536,1,0.625,0.75,0.75,0.75,0.75,1,1,1,1,1,1
_17_0_5_ae502ce_1404341544717_602255_15104,24.723228,10.400726,20.653418,21.349553,23.741162,25.475687,1,1,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409016622885_221805_20271,23.732249,14.54942,23.608004,23.330132,27.168928,29.671344,1,0.625,0.75,0.375,0.75,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1409016876185_629255_20289,16.833359,12.489596,25.770684,28.036392,19.89654,21.37919,0.875,0.375,0.75,0.875,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1416154802759_819594_46343,13.754899,16.988589,21.071855,20.849006,22.708083,23.821752,0.5,0.5,0.875,0.875,0.875,1,0,1,1,1,1,1
_18_1_ae502ce_1423410235448_69922_54064,22.858113,19.968038,15.197444,16.660687,16.328001,19.227689,0.625,0.75,0.625,0.75,0.75,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1409016930910_11571_20327,17.454485,21.832389,22.165989,20.636342,22.711749,24.500867,0.75,0.875,0.75,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1421632079706_827045_53641,23.001511,19.953104,23.32372,23.715603,22.20006,28.17738,1,1,0.75,0.75,1,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1409108821620_529655_16714,11.121391,11.589705,22.097956,24.978864,24.175339,26.503426,0.625,0.75,0.875,1,0.75,1,1,1,1,1,1,1
_18_0_1_1a82048c_1407804518463_741078_16549,12.532372,13.648769,23.333175,21.975514,24.208079,25.373763,0.625,0.625,0.75,0.75,0.875,0.875,0,1,1,1,1,1
_18_0_1_ae502ce_1409108811371_897243_16642,26.577939,8.826454,21.15825,22.30041,24.478021,27.223302,0.75,0.625,1,1,0.5,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409108868997_781519_16786,13.918485,10.800832,24.657402,24.555762,32.05108,28.719175,0.75,0.625,0.625,0.625,0.875,0.625,0,1,1,1,1,1
_18_0_1_ae502ce_1409107722040_499122_15669,26.50752,32.220627,19.626535,21.379176,10.955099,24.928754,0.75,0.625,0.75,0.875,0.625,0.875,1,1,1,1,1,1
_18_0_1_ae502ce_1409105698353_497613_14891,16.25807,15.13664,23.118708,29.867908,32.587369,31.815611,0.375,0.625,0.625,0.375,0.375,0.375,0,1,1,1,1,1
_18_0_1_ae502ce_1421630245931_278449_52345,12.039669,13.345053,19.97608,27.837361,30.835222,28.236771,0.625,0.625,0.625,0.625,0.875,0.625,0,1,1,1,1,1
_18_0_1_ae502ce_1409339402932_67224_19743,11.848504,16.051543,12.965849,13.533585,14.698407,18.475652,0.625,0.625,0.625,0.625,0.625,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1421630407915_396889_52774,13.424295,14.043575,25.139435,24.12261,26.204567,29.09926,0.625,0.625,0.75,0.75,0.75,0.75,0,1,1,1,1,1
_18_0_1_ae502ce_1409108806769_276964_16570,27.837005,11.881557,24.028561,22.389095,25.835357,26.708768,0.75,0.75,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1421630418679_685718_52849,11.417892,9.353138,22.392433,22.190079,25.075749,24.043243,0.625,0.625,0.75,0.5,0.5,0.875,0,1,1,1,1,1
_18_0_1_ae502ce_1409108876953_363852_16840,14.011614,12.474861,27.21355,29.051867,33.859809,34.759407,0.75,0.75,1,1,1,0.875,0,1,1,1,1,1
_18_0_1_ae502ce_1421630275447_43862_52482,14.83957,12.504956,24.848028,29.457927,32.716375,34.882773,0.625,0.5,0.625,0.875,0.5,0.5,0,1,1,1,1,1
_18_5_1_ae502ce_1501516912984_62652_59215,15.347959,14.056205,23.643934,26.194275,26.778773,29.780363,0.375,0.625,1,1,1,0.375,0,1,1,1,1,1
